Order ID,Date,Customer ID,Region,Category,Product,Quantity,Price
1029,2023-01-11 04:51:10.270270270,CUST0058,West,Groceries,Shirt,4,2707
1030,2023-01-11 13:35:51.351351351,CUST0022,East,Electronics,Mobile,5,4440
1031,2023-01-11 22:20:32.432432432,CUST0089,North,Electronics,Mobile,1,3488
1032,2023-01-12 07:05:13.513513513,CUST0049,East,Electronics,Shirt,5,3072
1033,2023-01-12 15:49:54.594594594,CUST0059,East,Furniture,Mobile,4,4490
1034,2023-01-13 00:34:35.675675675,CUST0170,East,Groceries,Shoes,3,2787
1035,2023-01-13 09:19:16.756756756,CUST0188,East,Fashion,Mobile,3,4266
1036,2023-01-13 18:03:57.837837837,CUST0015,West,Furniture,Headphones,5,1448
1037,2023-01-14 02:48:38.918918919,CUST0190,North,Furniture,Table,2,4500
1038,2023-01-14 11:33:20.000000000,CUST0190,West,Furniture,Mobile,3,916
1039,2023-01-14 20:18:01.081081081,CUST0175,West,Electronics,Table,5,920
1040,2023-01-15 05:02:42.162162162,CUST0190,East,Groceries,Sofa,4,292
1041,2023-01-15 13:47:23.243243243,CUST0051,South,Furniture,Laptop,5,1876
1042,2023-01-15 22:32:04.324324324,CUST0108,South,Fashion,Shoes,3,3745
1043,2023-01-16 07:16:45.405405405,CUST0055,West,Groceries,Laptop,4,4724
1044,2023-01-16 16:01:26.486486486,CUST0064,West,Fashion,Sofa,5,350
1045,2023-01-17 00:46:07.567567567,CUST0131,East,Groceries,Shoes,1,1888
1046,2023-01-17 09:30:48.648648648,CUST0051,West,Fashion,Shirt,4,3800
1047,2023-01-17 18:15:29.729729729,CUST0135,East,Electronics,Shirt,1,2563
1048,2023-01-18 03:00:10.810810810,CUST0021,South,Furniture,Table,2,1267
1049,2023-01-18 11:44:51.891891892,CUST0073,South,Fashion,Sofa,4,3993
1050,2023-01-18 20:29:32.972972973,CUST0167,North,Groceries,Table,1,1196
1051,2023-01-19 05:14:14.054054054,CUST0018,South,Furniture,Rice,3,2779
1052,2023-01-19 13:58:55.135135135,CUST0132,West,Furniture,Mobile,3,1947
1053,2023-01-19 22:43:36.216216216,CUST0089,South,Groceries,Watch,2,4004
1054,2023-01-20 07:28:17.297297297,CUST0060,East,Fashion,Rice,4,604
1055,2023-01-20 16:12:58.378378378,CUST0014,South,Electronics,Mobile,4,1721
1056,2023-01-21 00:57:39.459459459,CUST0009,North,Electronics,Shoes,4,2572
1057,2023-01-21 09:42:20.540540540,CUST0090,South,Fashion,Table,2,2646
1058,2023-01-21 18:27:01.621621621,CUST0053,East,Furniture,Shoes,4,1487
1059,2023-01-22 03:11:42.702702702,CUST0130,East,Furniture,Shoes,3,3094
1060,2023-01-22 11:56:23.783783783,CUST0084,West,Furniture,Mobile,1,3916
1061,2023-01-22 20:41:04.864864865,CUST0092,South,Furniture,Sofa,3,817
1062,2023-01-23 05:25:45.945945946,CUST0111,East,Fashion,Mobile,3,3584
1063,2023-01-23 14:10:27.027027027,CUST0188,North,Furniture,TV,1,4534
1064,2023-01-23 22:55:08.108108108,CUST0199,West,Groceries,Shirt,3,758
1065,2023-01-24 07:39:49.189189189,CUST0172,North,Furniture,Shirt,2,4108
1066,2023-01-24 16:24:30.270270270,CUST0008,South,Electronics,Rice,1,4624
1067,2023-01-25 01:09:11.351351351,CUST0175,South,Furniture,Shirt,3,4334
1068,2023-01-25 09:53:52.432432432,CUST0035,South,Fashion,Mobile,5,3864
1069,2023-01-25 18:38:33.513513513,CUST0081,West,Electronics,Headphones,3,3089
1070,2023-01-26 03:23:14.594594594,CUST0164,East,Fashion,Table,2,4737
1071,2023-01-26 12:07:55.675675675,CUST0050,West,Fashion,Mobile,4,2204
1072,2023-01-26 20:52:36.756756756,CUST0104,North,Electronics,Mobile,3,1355
1073,2023-01-27 05:37:17.837837838,CUST0132,West,Fashion,Watch,4,2582
1074,2023-01-27 14:21:58.918918919,CUST0002,North,Fashion,Table,5,483
1075,2023-01-27 23:06:40.000000000,CUST0134,West,Furniture,TV,3,2707
1076,2023-01-28 07:51:21.081081081,CUST0054,East,Groceries,Shirt,1,293
1077,2023-01-28 16:36:02.162162162,CUST0106,North,Fashion,Table,4,3907
1078,2023-01-29 01:20:43.243243243,CUST0004,South,Fashion,Shirt,5,3819
1079,2023-01-29 10:05:24.324324324,CUST0054,South,Fashion,Rice,1,2681
1080,2023-01-29 18:50:05.405405405,CUST0191,West,Furniture,Table,1,2665
1081,2023-01-30 03:34:46.486486486,CUST0146,South,Groceries,Shirt,1,2863
1082,2023-01-30 12:19:27.567567567,CUST0044,North,Electronics,TV,1,2898
1083,2023-01-30 21:04:08.648648648,CUST0162,South,Furniture,Laptop,3,2439
1084,2023-01-31 05:48:49.729729730,CUST0190,East,Furniture,Shoes,3,3506
1085,2023-01-31 14:33:30.810810811,CUST0014,East,Groceries,Shoes,3,831
1086,2023-01-31 23:18:11.891891892,CUST0095,West,Groceries,TV,5,2972
1087,2023-02-01 08:02:52.972972973,CUST0048,North,Furniture,Watch,5,3220
1088,2023-02-01 16:47:34.054054054,CUST0015,East,Electronics,Laptop,5,4880
1089,2023-02-02 01:32:15.135135135,CUST0190,East,Furniture,Rice,2,4277
1090,2023-02-02 10:16:56.216216216,CUST0040,North,Groceries,TV,5,2704
1091,2023-02-02 19:01:37.297297297,CUST0082,South,Electronics,Shoes,3,2482
1092,2023-02-03 03:46:18.378378378,CUST0111,South,Groceries,Shoes,3,631
1093,2023-02-03 12:30:59.459459459,CUST0053,West,Electronics,Shoes,2,4416
1094,2023-02-03 21:15:40.540540540,CUST0024,South,Fashion,Sofa,2,734
1095,2023-02-04 06:00:21.621621621,CUST0154,North,Groceries,TV,5,1869
1096,2023-02-04 14:45:02.702702703,CUST0188,East,Groceries,Mobile,4,3904
1097,2023-02-04 23:29:43.783783784,CUST0124,South,Furniture,Rice,2,2470
1098,2023-02-05 08:14:24.864864865,CUST0041,West,Groceries,Shoes,1,102
1099,2023-02-05 16:59:05.945945946,CUST0157,South,Groceries,Shirt,3,305
1100,2023-02-06 01:43:47.027027027,CUST0015,North,Fashion,TV,1,4235
1101,2023-02-06 10:28:28.108108108,CUST0045,West,Groceries,Sofa,3,2721
1102,2023-02-06 19:13:09.189189189,CUST0065,South,Fashion,TV,3,4839
1103,2023-02-07 03:57:50.270270270,CUST0089,West,Fashion,Rice,2,2990
1104,2023-02-07 12:42:31.351351351,CUST0071,North,Fashion,Sofa,2,3293
1105,2023-02-07 21:27:12.432432432,CUST0009,East,Fashion,Rice,1,2766
1106,2023-02-08 06:11:53.513513513,CUST0088,North,Electronics,TV,3,3406
1107,2023-02-08 14:56:34.594594594,CUST0129,North,Furniture,Mobile,1,997
1108,2023-02-08 23:41:15.675675676,CUST0136,North,Electronics,Rice,4,1185
1109,2023-02-09 08:25:56.756756757,CUST0063,North,Groceries,Sofa,1,1379
1110,2023-02-09 17:10:37.837837838,CUST0139,East,Electronics,Sofa,5,770
1111,2023-02-10 01:55:18.918918919,CUST0081,East,Electronics,Rice,1,1605
1112,2023-02-10 10:40:00.000000000,CUST0136,West,Groceries,Headphones,5,3675
1113,2023-02-10 19:24:41.081081081,CUST0163,South,Groceries,TV,5,4914
1114,2023-02-11 04:09:22.162162162,CUST0163,East,Groceries,Headphones,5,2055
1115,2023-02-11 12:54:03.243243243,CUST0033,East,Electronics,Watch,4,349
1116,2023-02-11 21:38:44.324324324,CUST0123,South,Electronics,TV,1,1992
1117,2023-02-12 06:23:25.405405405,CUST0005,East,Groceries,Rice,1,3539
1118,2023-02-12 15:08:06.486486486,CUST0041,North,Furniture,Laptop,4,1953
1119,2023-02-12 23:52:47.567567567,CUST0028,North,Furniture,Rice,3,2954
1120,2023-02-13 08:37:28.648648649,CUST0135,South,Fashion,Headphones,2,1603
1121,2023-02-13 17:22:09.729729730,CUST0072,West,Groceries,Mobile,1,3485
1122,2023-02-14 02:06:50.810810811,CUST0012,West,Fashion,Rice,2,3671
1123,2023-02-14 10:51:31.891891892,CUST0162,South,Furniture,Rice,4,3892
1124,2023-02-14 19:36:12.972972973,CUST0033,South,Fashion,Mobile,3,3526
1125,2023-02-15 04:20:54.054054054,CUST0048,North,Groceries,Rice,3,143
1126,2023-02-15 13:05:35.135135135,CUST0151,West,Groceries,Shoes,3,3712
1127,2023-02-15 21:50:16.216216216,CUST0062,East,Groceries,Laptop,4,2718
1128,2023-02-16 06:34:57.297297297,CUST0037,North,Electronics,Shirt,5,4778
1129,2023-02-16 15:19:38.378378378,CUST0099,South,Fashion,Laptop,5,3263
1130,2023-02-17 00:04:19.459459459,CUST0172,West,Furniture,Rice,2,1388
1131,2023-02-17 08:49:00.540540540,CUST0104,East,Furniture,Shoes,5,3042
1132,2023-02-17 17:33:41.621621621,CUST0035,East,Furniture,TV,5,319
1133,2023-02-18 02:18:22.702702703,CUST0193,North,Electronics,Rice,3,2025
1134,2023-02-18 11:03:03.783783784,CUST0101,West,Electronics,Headphones,3,3072
1135,2023-02-18 19:47:44.864864865,CUST0175,West,Groceries,Shoes,2,3613
1136,2023-02-19 04:32:25.945945946,CUST0131,South,Furniture,Mobile,1,2548
1137,2023-02-19 13:17:07.027027027,CUST0001,West,Electronics,Shoes,2,3571
1138,2023-02-19 22:01:48.108108108,CUST0005,West,Groceries,Mobile,2,2874
1139,2023-02-20 06:46:29.189189189,CUST0142,North,Furniture,Watch,4,1090
1140,2023-02-20 15:31:10.270270270,CUST0103,West,Fashion,Shirt,4,3046
1141,2023-02-21 00:15:51.351351351,CUST0027,East,Groceries,Table,2,1912
1142,2023-02-21 09:00:32.432432432,CUST0137,North,Electronics,Shoes,2,903
1143,2023-02-21 17:45:13.513513513,CUST0015,North,Electronics,Sofa,2,589
1144,2023-02-22 02:29:54.594594594,CUST0090,South,Groceries,Headphones,5,3656
1145,2023-02-22 11:14:35.675675676,CUST0042,West,Groceries,Rice,4,1593
1146,2023-02-22 19:59:16.756756757,CUST0124,South,Electronics,Headphones,2,3745
1147,2023-02-23 04:43:57.837837838,CUST0179,East,Fashion,Laptop,3,2991
1148,2023-02-23 13:28:38.918918919,CUST0063,North,Furniture,Table,3,1805
1149,2023-02-23 22:13:20.000000000,CUST0096,North,Fashion,Laptop,5,3616
1150,2023-02-24 06:58:01.081081081,CUST0052,North,Groceries,Watch,5,3440
1151,2023-02-24 15:42:42.162162162,CUST0096,East,Fashion,Table,1,153
1152,2023-02-25 00:27:23.243243243,CUST0132,East,Electronics,Table,1,2675
1153,2023-02-25 09:12:04.324324324,CUST0151,South,Groceries,Laptop,1,3691
1154,2023-02-25 17:56:45.405405406,CUST0143,South,Furniture,Mobile,5,715
1155,2023-02-26 02:41:26.486486487,CUST0171,South,Electronics,Laptop,5,1054
1156,2023-02-26 11:26:07.567567568,CUST0029,West,Electronics,Headphones,5,2533
1157,2023-02-26 20:10:48.648648649,CUST0036,North,Furniture,Mobile,3,1729
1158,2023-02-27 04:55:29.729729730,CUST0013,North,Furniture,Headphones,5,2881
1159,2023-02-27 13:40:10.810810811,CUST0160,South,Fashion,Watch,3,749
1160,2023-02-27 22:24:51.891891892,CUST0071,North,Groceries,Rice,1,2447
1161,2023-02-28 07:09:32.972972973,CUST0187,South,Furniture,TV,1,4590
1162,2023-02-28 15:54:14.054054054,CUST0086,West,Furniture,Mobile,1,3378
1163,2023-03-01 00:38:55.135135135,CUST0028,West,Groceries,Watch,2,2740
1164,2023-03-01 09:23:36.216216216,CUST0066,East,Furniture,Sofa,2,3901
1165,2023-03-01 18:08:17.297297297,CUST0170,West,Furniture,Watch,4,2661
1166,2023-03-02 02:52:58.378378379,CUST0045,South,Fashion,Laptop,4,3349
1167,2023-03-02 11:37:39.459459460,CUST0062,West,Electronics,Laptop,4,470
1168,2023-03-02 20:22:20.540540541,CUST0185,East,Electronics,TV,2,957
1169,2023-03-03 05:07:01.621621622,CUST0134,North,Electronics,Watch,2,4986
1170,2023-03-03 13:51:42.702702703,CUST0028,South,Electronics,Shirt,4,4853
1171,2023-03-03 22:36:23.783783784,CUST0028,North,Furniture,Rice,4,483
1172,2023-03-04 07:21:04.864864865,CUST0108,East,Groceries,Laptop,5,3977
1173,2023-03-04 16:05:45.945945946,CUST0044,East,Groceries,TV,4,2652
1174,2023-03-05 00:50:27.027027027,CUST0084,East,Fashion,Rice,5,4434
1175,2023-03-05 09:35:08.108108108,CUST0030,North,Fashion,Watch,3,4390
1176,2023-03-05 18:19:49.189189189,CUST0190,North,Furniture,Watch,2,2825
1177,2023-03-06 03:04:30.270270270,CUST0075,North,Groceries,Table,4,4134
1178,2023-03-06 11:49:11.351351352,CUST0128,North,Groceries,TV,2,3393
1179,2023-03-06 20:33:52.432432433,CUST0092,East,Electronics,Laptop,2,4351
1180,2023-03-07 05:18:33.513513514,CUST0190,East,Furniture,Shirt,2,4088
1181,2023-03-07 14:03:14.594594595,CUST0129,South,Furniture,Watch,3,1022
1182,2023-03-07 22:47:55.675675676,CUST0121,South,Electronics,Shirt,1,3015
1183,2023-03-08 07:32:36.756756757,CUST0027,North,Furniture,Watch,4,3050
1184,2023-03-08 16:17:17.837837838,CUST0190,West,Furniture,Laptop,1,3146
1185,2023-03-09 01:01:58.918918919,CUST0121,West,Fashion,Rice,1,1074
1186,2023-03-09 09:46:40.000000000,CUST0116,East,Groceries,Shoes,1,1330
1187,2023-03-09 18:31:21.081081081,CUST0003,East,Furniture,Rice,2,2535
1188,2023-03-10 03:16:02.162162162,CUST0103,East,Fashion,Watch,5,1914
1189,2023-03-10 12:00:43.243243243,CUST0198,South,Groceries,Headphones,2,3034
1190,2023-03-10 20:45:24.324324325,CUST0155,South,Electronics,Shoes,2,1463
1191,2023-03-11 05:30:05.405405406,CUST0137,East,Fashion,Shoes,1,4040
1192,2023-03-11 14:14:46.486486487,CUST0062,East,Fashion,Shirt,2,303
1193,2023-03-11 22:59:27.567567568,CUST0165,East,Groceries,TV,1,260
1194,2023-03-12 07:44:08.648648649,CUST0051,West,Electronics,Shirt,5,4587
1195,2023-03-12 16:28:49.729729730,CUST0172,South,Fashion,Shirt,4,868
1196,2023-03-13 01:13:30.810810811,CUST0152,West,Furniture,Headphones,1,3848
1197,2023-03-13 09:58:11.891891892,CUST0059,West,Furniture,Rice,5,2681
1198,2023-03-13 18:42:52.972972973,CUST0118,East,Furniture,Rice,4,1193
1199,2023-03-14 03:27:34.054054054,CUST0160,East,Electronics,Sofa,3,4600
1200,2023-03-14 12:12:15.135135135,CUST0096,North,Fashion,Watch,1,707
1201,2023-03-14 20:56:56.216216216,CUST0180,North,Furniture,Headphones,1,1640
1202,2023-03-15 05:41:37.297297297,CUST0113,West,Electronics,Sofa,3,2975
1203,2023-03-15 14:26:18.378378379,CUST0062,South,Furniture,Laptop,3,3291
1204,2023-03-15 23:10:59.459459460,CUST0186,East,Groceries,Watch,1,1937
1205,2023-03-16 07:55:40.540540541,CUST0052,East,Fashion,Watch,3,789
1206,2023-03-16 16:40:21.621621622,CUST0012,West,Fashion,Table,2,3859
1207,2023-03-17 01:25:02.702702703,CUST0039,North,Electronics,Table,4,3049
1208,2023-03-17 10:09:43.783783784,CUST0130,South,Electronics,Mobile,4,2203
1209,2023-03-17 18:54:24.864864865,CUST0131,North,Fashion,Mobile,4,465
1210,2023-03-18 03:39:05.945945946,CUST0113,North,Furniture,Shirt,2,3675
1211,2023-03-18 12:23:47.027027027,CUST0101,North,Furniture,Laptop,3,4650
1212,2023-03-18 21:08:28.108108108,CUST0113,North,Groceries,Shoes,5,4299
1213,2023-03-19 05:53:09.189189189,CUST0184,East,Furniture,Shoes,3,4272
1214,2023-03-19 14:37:50.270270270,CUST0081,East,Electronics,Table,1,4425
1215,2023-03-19 23:22:31.351351352,CUST0187,North,Electronics,Table,4,2478
1216,2023-03-20 08:07:12.432432433,CUST0113,South,Furniture,Table,3,1305
1217,2023-03-20 16:51:53.513513514,CUST0002,West,Electronics,Headphones,5,3939
1218,2023-03-21 01:36:34.594594595,CUST0130,South,Fashion,TV,1,2835
1219,2023-03-21 10:21:15.675675676,CUST0054,South,Fashion,Mobile,2,3447
1220,2023-03-21 19:05:56.756756757,CUST0087,South,Furniture,Headphones,2,1775
1221,2023-03-22 03:50:37.837837838,CUST0129,North,Fashion,Rice,5,398
1222,2023-03-22 12:35:18.918918919,CUST0147,East,Fashion,Shoes,1,1056
1223,2023-03-22 21:20:00.000000000,CUST0126,South,Groceries,Watch,4,1214
1224,2023-03-23 06:04:41.081081081,CUST0130,North,Groceries,Mobile,3,2605
1225,2023-03-23 14:49:22.162162162,CUST0053,South,Fashion,Sofa,1,1574
1226,2023-03-23 23:34:03.243243243,CUST0172,South,Furniture,Rice,2,4560
1227,2023-03-24 08:18:44.324324325,CUST0160,North,Groceries,Mobile,5,4546
1228,2023-03-24 17:03:25.405405406,CUST0198,East,Electronics,Headphones,5,3826
1229,2023-03-25 01:48:06.486486487,CUST0160,East,Electronics,Laptop,3,3571
1230,2023-03-25 10:32:47.567567568,CUST0068,West,Electronics,Watch,5,2928
1231,2023-03-25 19:17:28.648648649,CUST0183,North,Furniture,Mobile,5,2950
1232,2023-03-26 04:02:09.729729730,CUST0184,West,Fashion,TV,1,2606
1233,2023-03-26 12:46:50.810810811,CUST0123,West,Electronics,Table,4,3870
1234,2023-03-26 21:31:31.891891892,CUST0145,West,Furniture,Table,3,3064
1235,2023-03-27 06:16:12.972972973,CUST0038,East,Groceries,Watch,1,4694
1236,2023-03-27 15:00:54.054054054,CUST0024,North,Fashion,Headphones,4,1049
1237,2023-03-27 23:45:35.135135135,CUST0069,West,Groceries,Table,1,4703
1238,2023-03-28 08:30:16.216216216,CUST0116,North,Furniture,Mobile,1,2950
1239,2023-03-28 17:14:57.297297298,CUST0098,North,Electronics,Sofa,5,265
1240,2023-03-29 01:59:38.378378379,CUST0198,East,Electronics,Shoes,4,3586
1241,2023-03-29 10:44:19.459459460,CUST0139,West,Furniture,Shoes,3,2609
1242,2023-03-29 19:29:00.540540541,CUST0144,West,Electronics,Rice,3,1019
1243,2023-03-30 04:13:41.621621622,CUST0097,North,Fashion,Shirt,4,213
1244,2023-03-30 12:58:22.702702703,CUST0124,South,Furniture,Laptop,5,3604
1245,2023-03-30 21:43:03.783783784,CUST0187,East,Groceries,Watch,2,1091
1246,2023-03-31 06:27:44.864864865,CUST0070,East,Furniture,Rice,1,3939
1247,2023-03-31 15:12:25.945945946,CUST0093,East,Fashion,Shirt,5,1358
1248,2023-03-31 23:57:07.027027027,CUST0003,East,Fashion,Headphones,4,3526
1249,2023-04-01 08:41:48.108108108,CUST0148,West,Furniture,TV,1,614
1250,2023-04-01 17:26:29.189189189,CUST0187,West,Furniture,TV,3,4904
1251,2023-04-02 02:11:10.270270271,CUST0164,South,Electronics,Laptop,2,3296
1252,2023-04-02 10:55:51.351351352,CUST0147,East,Fashion,Table,3,4534
1253,2023-04-02 19:40:32.432432433,CUST0090,East,Furniture,Mobile,4,2684
1254,2023-04-03 04:25:13.513513514,CUST0195,North,Furniture,Rice,1,167
1255,2023-04-03 13:09:54.594594595,CUST0147,West,Fashion,Rice,4,1696
1256,2023-04-03 21:54:35.675675676,CUST0148,East,Furniture,Watch,1,4578
1257,2023-04-04 06:39:16.756756757,CUST0096,South,Electronics,Watch,5,118
1258,2023-04-04 15:23:57.837837838,CUST0199,South,Fashion,TV,2,2830
1259,2023-04-05 00:08:38.918918919,CUST0052,West,Electronics,TV,5,3621
1260,2023-04-05 08:53:20.000000000,CUST0161,South,Electronics,Sofa,5,672
1261,2023-04-05 17:38:01.081081081,CUST0168,South,Electronics,Sofa,4,2358
1262,2023-04-06 02:22:42.162162162,CUST0128,West,Electronics,Table,2,3002
1263,2023-04-06 11:07:23.243243243,CUST0039,East,Fashion,Sofa,1,750
1264,2023-04-06 19:52:04.324324325,CUST0082,East,Electronics,Mobile,1,2687
1265,2023-04-07 04:36:45.405405406,CUST0104,South,Electronics,Mobile,3,3362
1266,2023-04-07 13:21:26.486486487,CUST0129,South,Furniture,Rice,1,1438
1267,2023-04-07 22:06:07.567567568,CUST0011,East,Fashion,Shoes,4,3734
1268,2023-04-08 06:50:48.648648649,CUST0185,West,Fashion,Mobile,5,2927
1269,2023-04-08 15:35:29.729729730,CUST0178,South,Groceries,Shirt,5,2317
1270,2023-04-09 00:20:10.810810811,CUST0151,North,Fashion,TV,5,3639
1271,2023-04-09 09:04:51.891891892,CUST0159,West,Fashion,Watch,2,1137
1272,2023-04-09 17:49:32.972972973,CUST0042,South,Groceries,Sofa,1,4483
1273,2023-04-10 02:34:14.054054054,CUST0099,South,Fashion,Rice,4,4078
1274,2023-04-10 11:18:55.135135135,CUST0007,North,Fashion,Laptop,2,3061
1275,2023-04-10 20:03:36.216216216,CUST0144,North,Fashion,Watch,3,3326
1276,2023-04-11 04:48:17.297297298,CUST0090,East,Fashion,Shirt,4,1198
1277,2023-04-11 13:32:58.378378379,CUST0112,West,Groceries,Sofa,4,2424
1278,2023-04-11 22:17:39.459459460,CUST0060,West,Fashion,Shirt,4,1039
1279,2023-04-12 07:02:20.540540541,CUST0113,East,Fashion,TV,5,3816
1280,2023-04-12 15:47:01.621621622,CUST0002,West,Groceries,TV,4,3514
1281,2023-04-13 00:31:42.702702703,CUST0129,West,Furniture,Table,1,1548
1282,2023-04-13 09:16:23.783783784,CUST0048,West,Electronics,Rice,4,670
1283,2023-04-13 18:01:04.864864865,CUST0140,West,Furniture,Watch,5,3004
1284,2023-04-14 02:45:45.945945946,CUST0197,West,Groceries,Headphones,4,2605
1285,2023-04-14 11:30:27.027027027,CUST0037,North,Electronics,Headphones,3,1017
1286,2023-04-14 20:15:08.108108108,CUST0160,West,Groceries,Watch,3,1974
1287,2023-04-15 04:59:49.189189189,CUST0009,North,Groceries,Laptop,5,1778
1288,2023-04-15 13:44:30.270270270,CUST0099,West,Fashion,Rice,1,715
1289,2023-04-15 22:29:11.351351352,CUST0147,East,Electronics,Shirt,1,4601
1290,2023-04-16 07:13:52.432432432,CUST0048,South,Fashion,Laptop,2,1849
1291,2023-04-16 15:58:33.513513514,CUST0131,North,Electronics,Shoes,5,3925
1292,2023-04-17 00:43:14.594594594,CUST0148,West,Groceries,Watch,4,4288
1293,2023-04-17 09:27:55.675675676,CUST0152,East,Groceries,Shirt,5,2577
1294,2023-04-17 18:12:36.756756758,CUST0054,South,Furniture,Headphones,2,4849
1295,2023-04-18 02:57:17.837837838,CUST0120,North,Electronics,Mobile,5,3605
1296,2023-04-18 11:41:58.918918920,CUST0161,South,Fashion,Table,5,3575
1297,2023-04-18 20:26:40.000000000,CUST0152,East,Furniture,Headphones,2,4629
1298,2023-04-19 05:11:21.081081082,CUST0116,North,Furniture,Rice,1,1235
1299,2023-04-19 13:56:02.162162162,CUST0075,South,Furniture,TV,4,4100
1300,2023-04-19 22:40:43.243243244,CUST0113,West,Fashion,Mobile,2,474
1301,2023-04-20 07:25:24.324324324,CUST0164,North,Furniture,Table,3,306
1302,2023-04-20 16:10:05.405405406,CUST0166,South,Fashion,Table,1,4975
1303,2023-04-21 00:54:46.486486486,CUST0104,East,Furniture,Shoes,3,1419
1304,2023-04-21 09:39:27.567567568,CUST0084,East,Fashion,Shoes,1,1241
1305,2023-04-21 18:24:08.648648648,CUST0112,North,Groceries,Sofa,4,4727
1306,2023-04-22 03:08:49.729729730,CUST0099,South,Groceries,Headphones,4,2790
1307,2023-04-22 11:53:30.810810812,CUST0153,North,Groceries,Headphones,5,3355
1308,2023-04-22 20:38:11.891891892,CUST0093,North,Groceries,Headphones,3,189
1309,2023-04-23 05:22:52.972972974,CUST0146,South,Groceries,Sofa,1,4208
1310,2023-04-23 14:07:34.054054054,CUST0128,South,Furniture,Laptop,4,3120
1311,2023-04-23 22:52:15.135135136,CUST0110,West,Furniture,Table,2,1957
1312,2023-04-24 07:36:56.216216216,CUST0082,South,Furniture,Mobile,4,904
1313,2023-04-24 16:21:37.297297298,CUST0194,East,Fashion,Rice,2,1044
1314,2023-04-25 01:06:18.378378378,CUST0054,North,Fashion,Table,1,2889
1315,2023-04-25 09:50:59.459459460,CUST0163,North,Fashion,Shoes,4,3975
1316,2023-04-25 18:35:40.540540540,CUST0189,East,Fashion,Shirt,4,1710
1317,2023-04-26 03:20:21.621621622,CUST0169,South,Groceries,TV,1,3023
1318,2023-04-26 12:05:02.702702704,CUST0161,East,Groceries,Sofa,4,3982
1319,2023-04-26 20:49:43.783783784,CUST0068,East,Groceries,Watch,2,3321
1320,2023-04-27 05:34:24.864864866,CUST0033,West,Electronics,Shirt,4,4491
1321,2023-04-27 14:19:05.945945946,CUST0142,East,Furniture,Rice,3,4835
1322,2023-04-27 23:03:47.027027028,CUST0021,North,Fashion,Headphones,5,2487
1323,2023-04-28 07:48:28.108108108,CUST0048,East,Fashion,Shoes,2,4823
1324,2023-04-28 16:33:09.189189190,CUST0148,North,Groceries,Shoes,3,1041
1325,2023-04-29 01:17:50.270270270,CUST0128,North,Fashion,Shoes,1,2666
1326,2023-04-29 10:02:31.351351352,CUST0136,North,Fashion,Headphones,2,1075
1327,2023-04-29 18:47:12.432432432,CUST0135,South,Furniture,Watch,5,1054
1328,2023-04-30 03:31:53.513513514,CUST0195,West,Groceries,Sofa,5,1362
1329,2023-04-30 12:16:34.594594594,CUST0145,North,Furniture,Shirt,1,1043
